Payment_Method;Issue_Date;Fulfillment_Date;Due_Date;Payment_Date;Net_Amount_HUF;Tax_Amount_HUF;Gross_Amount_HUF;Outstanding_Amount_HUF;Status;Invoice_ID;Destination;Days_Overdue;;;
átutalás;2025.06.27;2025.08.29;2025.06.30;2025.07.01;316600.0;0.0;316600.0;0.0;Sikeres;INV_1803;Neoi Pori;1;;;
átutalás;2025.05.16;2025.07.08;2024.12.12;;-43571.34;-1428.66;-45000.0;-45000.0;Sikeres;INV_1804;Platamon;0;;;
készpénz;2025.01.10;2025.06.20;2025.01.10;2025.01.10;194724.87;5915.13;200640.0;0.0;Sikeres;INV_1805;Platamon;0;;;
átutalás;2025.01.09;2025.09.08;2025.01.12;2025.01.09;88348.45;2891.55;91240.0;0.0;Sikeres;INV_1806;Neoi Pori;-3;;;
átutalás;2025.07.22;2025.09.08;2025.08.28;2025.07.22;128131.13;8728.87;136860.0;0.0;Sikeres;INV_1807;Neoi Pori;-37;;;
készpénz;2025.03.11;2025.08.13;2025.03.11;2025.03.11;149348.81;10651.19;160000.0;0.0;Sikeres;INV_1808;Neoi Pori;0;;;
készpénz;2025.07.08;2025.08.13;2025.07.08;2025.07.08;132456.47;9023.53;141480.0;0.0;Sikeres;INV_1809;Platamon;0;;;
átutalás;2025.01.16;2025.08.13;2025.01.19;2025.02.28;86277.4;jún.42;88920.0;0.0;Sikeres;INV_1810;Neoi Pori;40;;;
átutalás;2025.07.04;2025.08.13;2025.07.07;2025.07.14;123468.76;8411.24;131880.0;0.0;Sikeres;INV_1811;Neoi Pori;7;;;
átutalás;2025.07.07;2025.08.26;2025.07.10;2025.07.09;171774.8;425.2;172200.0;0.0;Sikeres;INV_1812;Neoi Pori;-1;;;
Bankkártya;2025.06.24;2025.08.13;2025.06.24;2025.06.24;193065.98;13534.02;206600.0;0.0;Sikeres;INV_1813;Neoi Pori;0;;;
átutalás;2025.05.30;2025.09.10;2025.06.02;2025.06.02;209415.74;14584.26;224000.0;0.0;Sikeres;INV_1814;Neoi Pori;0;;;
átutalás;2025.06.02;2025.09.10;2025.06.02;2025.06.02;-209415.74;-14584.26;-224000.0;0.0;Sikeres;INV_1815;Platamon;0;;;
átutalás;2025.06.02;2025.09.10;2025.06.05;2025.06.03;83962.2;aug.37;90000.0;0.0;Sikeres;INV_1816;Neoi Pori;-2;;;
átutalás;2025.07.23;2025.09.10;2025.08.01;2025.08.04;125453.54;8546.46;134000.0;0.0;Sikeres;INV_1817;Platamon;3;;;
átutalás;2025.01.29;2025.09.02;2025.02.01;2025.02.03;43714.8;425.2;44140.0;0.0;Sikeres;INV_1818;Platamon;2;;;
átutalás;2025.07.22;2025.09.02;2025.07.26;2025.07.27;63210.0;0.0;63210.0;0.0;Sikeres;INV_1819;Platamon;1;;;
átutalás;2025.04.24;2025.09.10;2025.04.27;2025.04.25;129307.17;8967.83;138275.0;0.0;Sikeres;INV_1820;Platamon;-2;;;
átutalás;2025.05.07;2025.06.11;2025.05.10;2025.05.07;88847.32;6052.68;94900.0;0.0;Sikeres;INV_1821;Platamon;-3;;;
átutalás;2025.07.10;2025.09.10;2025.07.25;2025.07.10;115623.23;7876.77;123500.0;0.0;Sikeres;INV_1822;Neoi Pori;-15;;;
átutalás;2025.07.29;2025.08.12;2025.08.01;2025.07.29;215250.8;425.2;215676.0;0.0;Sikeres;INV_1823;Platamon;-3;;;
átutalás;2025.03.06;2025.08.12;2025.03.09;2025.03.08;70202.2;637.8;70840.0;0.0;Sikeres;INV_1824;Platamon;-1;;;
átutalás;2025.06.26;2025.08.12;2025.07.05;2025.06.23;106260.0;0.0;106260.0;0.0;Sikeres;INV_1825;Platamon;-12;;;
átutalás;2025.01.13;2025.06.17;2025.01.16;2025.01.13;-5400.64;5400.64;0.0;0.0;Sikeres (üzenettel);INV_1826;Neoi Pori;-3;;;
átutalás;2025.05.21;2025.07.17;2025.06.06;2025.05.26;116559.45;7940.55;124500.0;0.0;Sikeres;INV_1827;Platamon;-11;;;
átutalás;2025.05.07;2025.07.16;2025.05.10;2025.05.08;130736.75;9383.25;140120.0;0.0;Sikeres;INV_1828;Platamon;-2;;;
átutalás;2025.06.03;2025.06.16;2025.06.07;2025.06.03;192561.83;13118.17;205680.0;0.0;Sikeres;INV_1829;Platamon;-4;;;
Bankkártya;2025.04.01;2025.07.16;2024.12.04;2025.04.01;-72032.12;-2427.88;-74460.0;0.0;Sikeres;INV_1830;Neoi Pori;118;;;
átutalás;2025.05.06;2025.08.26;2025.05.09;2025.05.07;177894.8;425.2;178320.0;0.0;Sikeres;INV_1831;Neoi Pori;-2;;;
átutalás;2025.06.06;2025.07.25;2025.06.16;2025.07.03;146030.0;0.0;146030.0;0.0;Sikeres;INV_1832;Neoi Pori;17;;;
átutalás;2025.06.20;2025.08.06;2025.06.28;2025.07.02;187730.93;12789.07;200520.0;0.0;Sikeres;INV_1833;Neoi Pori;4;;;
átutalás;2025.08.07;2025.08.07;2025.08.10;2025.08.10;72281.01;4923.99;77205.0;0.0;Sikeres;INV_1834;Platamon;0;;;
átutalás;2025.08.07;2025.09.17;2025.08.10;2025.08.07;0.0;0.0;0.0;0.0;Sikeres;INV_1835;Neoi Pori;-3;;;
átutalás;2025.07.01;2025.09.10;2025.07.04;2025.07.07;201925.98;14074.02;216000.0;0.0;Sikeres;INV_1836;Neoi Pori;3;;;
átutalás;2025.08.19;2025.09.24;2025.08.22;2025.08.22;186478.34;13021.66;199500.0;0.0;Sikeres;INV_1837;Platamon;0;;;
Bankkártya;2025.03.12;2025.06.25;2025.03.12;2025.03.12;93026.78;6973.22;100000.0;0.0;Sikeres;INV_1838;Platamon;0;;;
átutalás;2025.04.28;2025.06.24;2025.05.09;2025.05.14;181917.0;12393.0;194310.0;0.0;Sikeres;INV_1839;Platamon;5;;;
átutalás;2025.03.27;2025.06.25;2025.04.15;2025.04.29;80056.0;0.0;80056.0;0.0;Sikeres;INV_1840;Platamon;14;;;
átutalás;2025.04.29;2025.07.25;2024.11.25;;-170499.61;-850.39;-171350.0;-171350.0;Sikeres;INV_1841;Platamon;0;;;
átutalás;2025.04.29;2025.06.25;2025.04.15;2025.04.29;-80056.0;0.0;-80056.0;0.0;Sikeres;INV_1842;Neoi Pori;14;;;
átutalás;2025.04.29;2025.04.29;2025.04.29;2025.04.29;3149.61;850.39;4000.0;0.0;Sikeres;INV_1843;Neoi Pori;0;;;
készpénz;2025.03.25;2025.07.08;2025.03.25;2025.03.25;186946.45;13053.55;200000.0;0.0;Sikeres;INV_1844;Platamon;0;;;
átutalás;2025.05.08;2025.07.08;2025.05.27;2025.05.21;103545.98;febr.54;110600.0;0.0;Sikeres;INV_1845;Neoi Pori;-6;;;
átutalás;2025.01.20;2025.09.07;2025.01.23;2025.01.21;103289.61;850.39;104140.0;0.0;Sikeres;INV_1846;Neoi Pori;-2;;;
átutalás;2025.07.23;2025.09.07;2025.07.29;2025.07.28;150220.0;0.0;150220.0;0.0;Sikeres;INV_1847;Platamon;-1;;;
átutalás;2025.07.11;2025.08.01;2025.07.14;2025.07.14;198437.01;1062.99;199500.0;0.0;Sikeres;INV_1848;Neoi Pori;0;;;
átutalás;2025.06.04;2025.06.10;2025.06.07;2025.06.04;600000.0;0.0;600000.0;0.0;Sikeres;INV_1849;Neoi Pori;-3;;;
átutalás;2025.07.14;2025.08.13;2025.07.17;2025.07.15;361309.13;25090.87;386400.0;0.0;Sikeres;INV_1850;Platamon;-2;;;
készpénz;2025.02.18;2025.07.17;2025.02.18;2025.02.18;186648.82;13351.18;200000.0;0.0;Sikeres;INV_1851;Neoi Pori;0;;;
átutalás;2025.05.21;2025.07.17;2025.06.06;2025.05.31;236302.05;16097.95;252400.0;0.0;Sikeres;INV_1852;Platamon;-6;;;
átutalás;2025.05.16;2025.07.08;2025.05.19;2025.05.14;182697.85;12446.15;195144.0;0.0;Sikeres;INV_1853;Platamon;-5;;;
készpénz;2025.06.18;2025.09.03;2025.06.18;2025.06.18;172247.79;12052.21;184300.0;0.0;Sikeres;INV_1854;Platamon;0;;;
átutalás;2025.01.24;2025.08.04;2025.01.27;2025.01.24;240724.92;17035.08;257760.0;0.0;Sikeres;INV_1855;Neoi Pori;-3;;;
átutalás;2025.06.23;2025.08.04;2025.06.26;2025.06.23;356362.96;24277.04;380640.0;0.0;Sikeres;INV_1856;Neoi Pori;-3;;;
átutalás;2025.07.15;2025.07.24;2025.07.17;2025.07.15;79574.8;425.2;80000.0;0.0;Sikeres;INV_1857;Neoi Pori;-2;;;
átutalás;2025.02.13;2025.02.13;2025.02.16;2025.02.14;97818.26;6981.74;104800.0;0.0;Sikeres;INV_1858;Neoi Pori;-2;;;
átutalás;2025.04.22;2025.02.13;2025.02.16;;-97818.26;-6981.74;-104800.0;-104800.0;Sikeres;INV_1859;Neoi Pori;0;;;
Bankkártya;2025.01.14;2025.08.13;2025.01.14;2025.01.14;194102.52;5897.48;200000.0;0.0;Sikeres;INV_1860;Platamon;0;;;
átutalás;2025.06.24;2025.08.13;2025.07.02;2025.06.30;111597.48;7602.52;119200.0;0.0;Sikeres;INV_1861;Neoi Pori;-2;;;
átutalás;2025.07.03;2025.10.01;2025.07.06;2025.07.06;672888.19;47111.81;720000.0;0.0;Sikeres;INV_1862;Neoi Pori;0;;;
átutalás;2025.06.20;2025.07.16;2025.06.24;2025.06.20;186946.45;13053.55;200000.0;0.0;Sikeres;INV_1863;Platamon;-4;;;
átutalás;2025.01.07;2025.06.02;2025.01.10;2025.01.07;38709.53;1290.47;40000.0;0.0;Sikeres;INV_1864;Neoi Pori;-3;;;
átutalás;2025.04.08;2025.06.02;2025.04.23;2025.04.23;39751.92;aug.08;42460.0;0.0;Sikeres;INV_1865;Platamon;0;;;
készpénz;2025.07.15;2025.10.01;2025.07.15;2025.07.15;46662.2;aug.37;50000.0;0.0;Sikeres;INV_1866;Platamon;0;;;
átutalás;2025.08.25;2025.10.01;2025.08.28;2025.08.26;47822.14;3257.86;51080.0;0.0;Sikeres;INV_1867;Neoi Pori;-2;;;
átutalás;2025.06.18;2025.07.16;2025.06.21;2025.06.18;247239.05;17160.95;264400.0;0.0;Sikeres;INV_1868;Platamon;-3;;;
átutalás;2025.03.10;2025.09.16;2025.03.13;2025.03.13;83962.2;aug.37;90000.0;0.0;Sikeres;INV_1869;Neoi Pori;0;;;
átutalás;2025.07.24;2025.09.16;2025.08.06;2025.08.06;123581.1;szept.18;132000.0;0.0;Sikeres;INV_1870;Neoi Pori;0;;;
átutalás;2025.08.01;2025.10.01;2025.08.04;2025.08.04;161106.77;11293.23;172400.0;0.0;Sikeres;INV_1871;Neoi Pori;0;;;
átutalás;2025.08.04;2025.10.01;2025.08.04;2025.08.04;-161106.77;-11293.23;-172400.0;0.0;Sikeres;INV_1872;Platamon;0;;;
átutalás;2025.08.04;2025.10.01;2025.08.07;2025.08.25;153036.55;10743.45;163780.0;0.0;Sikeres;INV_1873;Platamon;18;;;
átutalás;2025.06.24;2025.07.29;2025.06.27;2025.06.26;339574.8;425.2;340000.0;0.0;Sikeres;INV_1874;Platamon;-1;;;
Bankkártya;2025.06.17;2025.09.10;2025.06.17;2025.06.17;81715.27;5884.73;87600.0;0.0;Sikeres;INV_1875;Platamon;0;;;
átutalás;2025.07.23;2025.09.10;2025.08.01;2025.07.28;120210.71;8189.29;128400.0;0.0;Sikeres;INV_1876;Platamon;-4;;;
átutalás;2025.02.03;2025.08.27;2025.02.06;2025.02.04;88980.34;6379.66;95360.0;0.0;Sikeres;INV_1877;Neoi Pori;-2;;;
átutalás;2025.02.18;2025.08.27;2025.02.06;;-88980.34;-6379.66;-95360.0;-95360.0;Sikeres;INV_1878;Platamon;0;;;
átutalás;2025.01.24;2025.10.07;2025.01.27;2025.01.28;185859.46;12820.54;198680.0;0.0;Sikeres;INV_1879;Platamon;1;;;
átutalás;2025.01.28;2025.10.07;2025.01.27;2025.01.28;-185859.46;-12820.54;-198680.0;0.0;Sikeres;INV_1880;Neoi Pori;1;;;
átutalás;2025.07.28;2025.10.01;2025.07.31;2025.07.29;42748.8;febr.71;45820.0;0.0;Sikeres;INV_1881;Platamon;-2;;;
átutalás;2025.07.29;2025.10.01;2025.07.31;2025.07.29;-42748.8;-3071.2;-45820.0;0.0;Sikeres;INV_1882;Neoi Pori;-2;;;
átutalás;2025.07.29;2025.10.01;2025.08.01;2025.07.29;105690.9;jan.59;113050.0;0.0;Sikeres;INV_1883;Neoi Pori;-3;;;
átutalás;2025.08.18;2025.10.01;2025.08.01;;-105690.9;-7359.1;-113050.0;-113050.0;Sikeres;INV_1884;Neoi Pori;0;;;
átutalás;2025.08.18;2025.08.18;2025.08.21;2025.08.21;11992.4;212.6;12205.0;0.0;Sikeres;INV_1885;Neoi Pori;0;;;
átutalás;2025.08.22;2025.09.03;2025.08.22;2025.08.22;374190.55;25809.45;400000.0;0.0;Sikeres;INV_1886;Neoi Pori;0;;;
készpénz;2025.03.14;2025.03.14;2025.03.14;2025.03.14;86526.2;637.8;87164.0;0.0;Sikeres;INV_1887;Neoi Pori;0;;;
átutalás;2025.06.23;2025.08.05;2025.06.29;2025.06.26;130743.0;0.0;130743.0;0.0;Sikeres;INV_1888;Neoi Pori;-3;;;
átutalás;2025.01.13;2025.08.05;2025.01.16;2025.01.14;108479.61;850.39;109330.0;0.0;Sikeres;INV_1889;Neoi Pori;-2;;;
átutalás;2025.05.16;2025.08.05;2025.05.19;2025.05.30;158000.0;0.0;158000.0;0.0;Sikeres;INV_1890;Neoi Pori;11;;;
átutalás;2025.06.24;2025.08.13;2025.07.02;2025.06.24;201100.16;13699.84;214800.0;0.0;Sikeres;INV_1891;Neoi Pori;-8;;;
átutalás;2025.07.11;2025.08.27;2025.07.18;2025.07.19;208608.65;14211.35;222820.0;0.0;Sikeres;INV_1892;Platamon;1;;;
átutalás;2025.03.05;2025.09.17;2025.03.08;2025.03.07;53215.75;3784.25;57000.0;0.0;Sikeres;INV_1893;Platamon;-1;;;
átutalás;2025.08.07;2025.08.07;2025.08.10;2025.08.08;35576.38;2423.62;38000.0;0.0;Sikeres;INV_1894;Neoi Pori;-2;;;
átutalás;2025.08.07;2025.09.17;2025.08.10;2025.08.07;0.0;0.0;0.0;0.0;Sikeres;INV_1895;Neoi Pori;-3;;;
átutalás;2025.04.08;2025.09.23;2025.04.11;2025.04.10;30454.8;425.2;30880.0;0.0;Sikeres;INV_1896;Neoi Pori;-1;;;
átutalás;2025.08.07;2025.09.23;2025.08.16;2025.08.14;43320.0;0.0;43320.0;0.0;Sikeres;INV_1897;Platamon;-2;;;
átutalás;2025.03.05;2025.03.05;2025.03.08;2025.03.31;99787.4;212.6;100000.0;0.0;Sikeres;INV_1898;Neoi Pori;23;;;
átutalás;2025.03.31;2025.03.05;2025.03.08;2025.03.31;-99787.4;-212.6;-100000.0;0.0;Sikeres;INV_1899;Neoi Pori;23;;;
átutalás;2025.05.08;2025.06.28;2025.05.19;2025.05.13;159195.0;0.0;159195.0;0.0;Sikeres;INV_1900;Neoi Pori;-6;;;
átutalás;2025.06.06;2025.07.26;2025.06.15;2025.06.13;187500.0;0.0;187500.0;0.0;Sikeres;INV_1901;Platamon;-2;;;
átutalás;2025.05.05;2025.08.26;2025.05.08;2025.05.05;66214.8;425.2;66640.0;0.0;Sikeres;INV_1902;Platamon;-3;;;
átutalás;2025.07.18;2025.08.26;2025.07.21;2025.07.14;96950.0;0.0;96950.0;0.0;Sikeres;INV_1903;Neoi Pori;-7;;;
átutalás;2025.01.07;2025.07.26;2025.01.10;2025.01.11;100133.39;3226.61;103360.0;0.0;Sikeres;INV_1904;Platamon;1;;;
átutalás;2025.05.06;2025.07.26;2025.01.10;;-100133.39;-3226.61;-103360.0;-103360.0;Sikeres;INV_1905;Platamon;0;;;
átutalás;2025.08.26;2025.09.16;2025.08.29;2025.08.26;195372.44;13627.56;209000.0;0.0;Sikeres;INV_1906;Platamon;-3;;;
átutalás;2025.03.12;2025.04.22;2025.03.15;2025.03.13;74991.26;5108.74;80100.0;0.0;Sikeres;INV_1907;Platamon;-2;;;
átutalás;2025.08.06;2025.09.24;2025.08.15;2025.08.08;84219.8;425.2;84645.0;0.0;Sikeres;INV_1908;Platamon;-7;;;
átutalás;2025.01.30;2025.04.22;2025.02.02;2025.02.11;79093.86;5706.14;84800.0;0.0;Sikeres;INV_1909;Neoi Pori;9;;;
átutalás;2025.01.30;2025.03.03;2025.02.02;2025.02.12;132384.8;425.2;132810.0;0.0;Sikeres;INV_1910;Platamon;10;;;
átutalás;2025.01.30;2025.07.17;2025.02.02;2025.02.12;84505.21;6074.79;90580.0;0.0;Sikeres;INV_1911;Neoi Pori;10;;;
átutalás;2025.03.12;2025.04.22;2025.03.15;2025.03.13;116278.58;7921.42;124200.0;0.0;Sikeres;INV_1912;Neoi Pori;-2;;;
átutalás;2025.05.05;2025.07.17;2025.05.08;2025.05.06;42252.6;ápr.37;45290.0;0.0;Sikeres;INV_1913;Neoi Pori;-2;;;
átutalás;2025.05.21;2025.07.17;2025.06.06;2025.06.12;165660.43;11285.57;176946.0;0.0;Sikeres;INV_1914;Platamon;6;;;
átutalás;2025.08.04;2025.10.18;2025.08.07;2025.08.08;93473.23;6526.77;100000.0;0.0;Sikeres;INV_1915;Neoi Pori;1;;;
átutalás;2025.09.08;2025.10.18;2025.09.11;2025.09.08;108064.0;0.0;108064.0;0.0;Sikeres;INV_1916;Platamon;-3;;;
átutalás;2025.09.08;2025.10.18;2025.09.11;2025.09.08;-108064.0;0.0;-108064.0;0.0;Sikeres;INV_1917;Platamon;-3;;;
átutalás;2025.09.08;2025.10.18;2025.09.11;2025.09.15;62873.6;0.0;62873.6;0.0;Sikeres;INV_1918;Neoi Pori;4;;;
átutalás;2025.09.16;2025.10.18;2025.09.19;2025.09.19;104730.31;322.19;105052.5;0.0;Sikeres;INV_1919;Platamon;0;;;
átutalás;2025.07.18;2025.08.30;2025.07.21;2025.07.19;483370.63;32929.37;516300.0;0.0;Sikeres;INV_1920;Neoi Pori;-2;;;
átutalás;2025.02.18;2025.08.27;2025.02.21;2025.05.21;121188.29;8891.71;130080.0;0.0;Sikeres;INV_1921;Platamon;89;;;
átutalás;2025.05.21;2025.08.27;2025.02.21;2025.05.21;-121188.29;-8891.71;-130080.0;0.0;Sikeres;INV_1922;Neoi Pori;89;;;
átutalás;2025.08.04;2025.09.10;2025.08.07;2025.08.06;151518.9;10481.1;162000.0;0.0;Sikeres;INV_1923;Neoi Pori;-1;;;
készpénz;2025.06.06;2025.09.22;2025.06.06;2025.06.06;97174.8;425.2;97600.0;0.0;Sikeres;INV_1924;Platamon;0;;;
készpénz;2025.06.06;2025.09.22;2025.06.06;2025.06.06;-97174.8;-425.2;-97600.0;0.0;Sikeres;INV_1925;Neoi Pori;0;;;
készpénz;2025.06.06;2025.09.22;2025.06.06;2025.06.06;97174.8;425.2;97600.0;0.0;Sikeres;INV_1926;Platamon;0;;;
átutalás;2025.01.28;2025.08.26;2025.01.31;2025.01.31;143344.8;425.2;143770.0;0.0;Sikeres;INV_1927;Platamon;0;;;
átutalás;2025.07.03;2025.08.20;2025.07.12;2025.07.03;212670.0;0.0;212670.0;0.0;Sikeres;INV_1928;Neoi Pori;-9;;;
átutalás;2025.05.13;2025.09.08;2025.05.16;2025.05.15;79468.34;5731.66;85200.0;0.0;Sikeres;INV_1929;Platamon;-1;;;
átutalás;2025.07.21;2025.09.08;2025.07.28;2025.07.21;116840.31;7959.69;124800.0;0.0;Sikeres;INV_1930;Platamon;-7;;;
átutalás;2025.01.20;2025.09.07;2025.01.23;2025.01.22;82174.8;425.2;82600.0;0.0;Sikeres;INV_1931;Neoi Pori;-1;;;
átutalás;2025.07.23;2025.09.07;2025.07.29;2025.07.29;120890.0;0.0;120890.0;0.0;Sikeres;INV_1932;Platamon;0;;;
átutalás;2025.02.13;2025.06.04;2025.02.15;2025.02.14;1150661.02;82838.98;1233500.0;0.0;Sikeres;INV_1933;Neoi Pori;-1;;;
átutalás;2025.04.11;2025.06.04;2025.04.14;2025.04.14;1070568.11;72931.89;1143500.0;0.0;Sikeres;INV_1934;Platamon;0;;;
átutalás;2025.05.16;2025.06.04;2025.05.19;2025.05.19;70067.71;4932.29;75000.0;0.0;Sikeres;INV_1935;Neoi Pori;0;;;
átutalás;2025.05.19;2025.06.04;2025.05.22;2025.05.19;70067.71;4932.29;75000.0;0.0;Sikeres;INV_1936;Platamon;-3;;;
átutalás;2025.07.24;2025.09.19;2025.07.27;2025.07.25;63794.8;425.2;64220.0;0.0;Sikeres;INV_1937;Platamon;-2;;;
átutalás;2025.02.03;2025.06.11;2025.02.06;2025.02.03;116615.62;7944.38;124560.0;0.0;Sikeres;INV_1938;Platamon;-3;;;
átutalás;2025.02.11;2025.08.06;2025.02.14;2025.02.13;242148.95;17291.05;259440.0;0.0;Sikeres;INV_1939;Platamon;-1;;;
átutalás;2025.06.20;2025.08.06;2025.06.28;2025.06.21;364339.56;24820.44;389160.0;0.0;Sikeres;INV_1940;Platamon;-7;;;
átutalás;2025.01.23;2025.07.08;2025.01.26;2025.01.24;1857171.46;8716.54;1865888.0;0.0;Sikeres;INV_1941;Platamon;-2;;;
átutalás;2025.01.23;2025.07.08;2025.01.26;2025.01.24;22000.0;0.0;22000.0;0.0;Sikeres;INV_1942;Platamon;-2;;;
átutalás;2025.01.24;2025.07.08;2025.01.26;2025.01.24;-22000.0;0.0;-22000.0;0.0;Sikeres;INV_1943;Neoi Pori;-2;;;
átutalás;2025.01.24;2025.07.08;2025.01.26;2025.01.24;-1857171.46;-8716.54;-1865888.0;0.0;Sikeres;INV_1944;Platamon;-2;;;
átutalás;2025.01.24;2025.07.08;2025.01.27;2025.02.05;1205823.46;8716.54;1214540.0;0.0;Sikeres;INV_1945;Neoi Pori;9;;;
átutalás;2025.06.13;2025.07.09;2025.06.16;2025.07.19;2943708.0;0.0;2943708.0;0.0;Sikeres;INV_1946;Platamon;33;;;
átutalás;2025.06.02;2025.09.29;2025.06.05;2025.06.10;20174.8;425.2;20600.0;0.0;Sikeres;INV_1947;Platamon;5;;;
átutalás;2025.08.13;2025.09.29;2025.06.05;;-20174.8;-425.2;-20600.0;-20600.0;Sikeres;INV_1948;Platamon;0;;;
átutalás;2025.08.13;2025.08.13;2025.08.16;2025.08.16;1579523;425.2;6650.0;0.0;Sikeres;INV_1949;Neoi Pori;0;;;
átutalás;2025.07.10;2025.08.13;2025.07.13;2025.07.11;307570.07;21429.93;329000.0;0.0;Sikeres;INV_1950;Platamon;-2;;;
átutalás;2025.04.17;2025.09.30;2025.04.20;2025.04.23;79787.4;212.6;80000.0;0.0;Sikeres;INV_1951;Neoi Pori;3;;;
átutalás;2025.08.28;2025.09.30;2025.08.31;2025.08.28;62100.0;0.0;62100.0;0.0;Sikeres;INV_1952;Neoi Pori;-3;;;
átutalás;2025.01.07;2025.07.25;2025.01.10;2025.01.08;79434.8;425.2;79860.0;0.0;Sikeres;INV_1953;Neoi Pori;-2;;;
átutalás;2025.06.06;2025.07.25;2025.06.16;2025.06.16;116790.0;0.0;116790.0;0.0;Sikeres;INV_1954;Neoi Pori;0;;;
átutalás;2025.06.03;2025.07.17;2025.06.06;2025.06.05;86974.88;dec.25;92900.0;0.0;Sikeres;INV_1955;Neoi Pori;-1;;;
átutalás;2025.05.23;2025.07.08;2025.05.26;2025.05.26;215889.8;425.2;216315.0;0.0;Sikeres;INV_1956;Platamon;0;;;
átutalás;2025.07.15;2025.09.03;2025.07.18;2025.07.17;86958.11;6241.89;93200.0;0.0;Sikeres;INV_1957;Platamon;-1;;;
átutalás;2025.07.21;2025.09.03;2025.07.25;2025.07.30;130883.62;8916.38;139800.0;0.0;Sikeres;INV_1958;Neoi Pori;5;;;
átutalás;2025.01.16;2025.08.06;2025.01.19;2025.01.17;214237.66;6850.34;221088.0;0.0;Sikeres;INV_1959;Neoi Pori;-2;;;
átutalás;2025.06.20;2025.08.06;2025.06.28;2025.06.29;310480.58;21151.42;331632.0;0.0;Sikeres;INV_1960;Platamon;1;;;
átutalás;2025.05.23;2025.09.03;2025.05.26;2025.06.11;92949.92;aug.50;99600.0;0.0;Sikeres;INV_1961;Neoi Pori;16;;;
készpénz;2025.02.05;2025.09.01;2025.02.05;2025.02.05;239419.21;1700.79;241120.0;0.0;Sikeres;INV_1962;Platamon;0;;;
átutalás;2025.07.22;2025.09.02;2025.07.26;2025.07.27;349680.0;0.0;349680.0;0.0;Sikeres;INV_1963;Platamon;1;;;
készpénz;2025.07.14;2025.08.22;2025.07.14;2025.07.14;44283.23;3016.77;47300.0;0.0;Sikeres;INV_1964;Neoi Pori;0;;;
készpénz;2025.07.14;2025.08.22;2025.07.14;2025.07.14;-44283.23;-3016.77;-47300.0;0.0;Sikeres;INV_1965;Platamon;0;;;
készpénz;2025.07.14;2025.08.22;2025.07.14;2025.07.14;88566.46;6033.54;94600.0;0.0;Sikeres;INV_1966;Neoi Pori;0;;;
átutalás;2025.07.24;2025.09.15;2025.08.07;2025.09.04;172395.0;0.0;172395.0;0.0;Sikeres;INV_1967;Neoi Pori;28;;;
készpénz;2025.08.07;2025.09.23;2025.08.07;2025.08.07;172395.0;0.0;172395.0;0.0;Sikeres;INV_1968;Neoi Pori;0;;;
átutalás;2025.09.04;2025.09.15;2025.08.07;;-172395.0;0.0;-172395.0;-172395.0;Sikeres;INV_1969;Platamon;0;;;
átutalás;2025.01.30;2025.03.03;2025.02.02;2025.01.09;82680.0;0.0;82680.0;0.0;Sikeres;INV_1970;Platamon;-24;;;
átutalás;2025.02.03;2025.03.04;2025.02.06;2025.02.03;82680.0;0.0;82680.0;0.0;Sikeres;INV_1971;Neoi Pori;-3;;;
átutalás;2025.02.05;2025.03.04;2025.02.06;;-82680.0;0.0;-82680.0;-82680.0;Sikeres;INV_1972;Neoi Pori;0;;;
készpénz;2025.02.04;2025.06.11;2025.02.04;2025.02.04;125998.5;máj.01;134900.0;0.0;Sikeres;INV_1973;Platamon;0;;;
készpénz;2025.02.04;2025.09.10;2025.02.04;2025.02.04;60556.69;4443.31;65000.0;0.0;Sikeres;INV_1974;Neoi Pori;0;;;
átutalás;2025.07.23;2025.09.10;2025.08.01;2025.07.29;111691.1;szept.08;119300.0;0.0;Sikeres;INV_1975;Platamon;-3;;;
Bankkártya;2025.01.23;2025.08.22;2025.01.23;2025.01.23;125943.3;júl.56;135000.0;0.0;Sikeres;INV_1976;Neoi Pori;0;;;
Bankkártya;2025.06.19;2025.08.22;2025.06.19;2025.06.19;257179.76;17520.24;274700.0;0.0;Sikeres;INV_1977;Neoi Pori;0;;;
átutalás;2025.06.13;2025.07.17;2025.06.16;2025.06.16;432349.54;29930.46;462280.0;0.0;Sikeres;INV_1978;Platamon;0;;;
átutalás;2025.06.16;2025.07.17;2025.06.16;2025.06.16;-432349.54;-29930.46;-462280.0;0.0;Sikeres;INV_1979;Platamon;0;;;
átutalás;2025.06.16;2025.07.17;2025.06.19;2025.06.16;324422.04;22577.96;347000.0;0.0;Sikeres;INV_1980;Platamon;-3;;;
átutalás;2025.06.16;2025.07.17;2025.06.19;2025.06.16;-324422.04;-22577.96;-347000.0;0.0;Sikeres;INV_1981;Neoi Pori;-3;;;
átutalás;2025.04.08;2025.05.28;2025.04.19;2025.04.09;68250.47;4649.53;72900.0;0.0;Sikeres;INV_1982;Neoi Pori;-10;;;
átutalás;2025.03.31;2025.09.24;2025.04.03;2025.04.02;68233.7;márc.66;73200.0;0.0;Sikeres;INV_1983;Platamon;-1;;;
átutalás;2025.08.08;2025.09.24;2025.08.11;2025.08.13;99988.35;6811.65;106800.0;0.0;Sikeres;INV_1984;Platamon;2;;;
